user_id	items
948	1997950,866081,2127552,2022795,497711,397333,994382,1525699,501436,2625037,2319275,725541,2161707,1097616,34363,748643,2670749,230247,323525,2598415,2637453,1628514,847176,2125180,402694,332263,910453,1187153,300309,2638975,599590,1959800,61589,2355450,2816006,1906266,668302,1782281,2066525,791550,2330202,2553292,2645032,1712309,716751,1057404,1465349,625360,2047401,1228606,2086901,433786,1433820,73918,2091420,2717729,2265165,1430530,846398,847880,1581313,71727,1285360,2550228,1292389,2404542,1064203,470530,838332,729568,1521362,2017516,1330912,1182118,1796160,729372,1136978,71832,1203932,2205408,1306803,2753633,2385487,739198,1564003,1784172,904714,1109596,2172213,2192087,2668720,632091,1550480,539498,894318,2060619,2469266,1568668,2150767,2543098,2794099,289553,1999880,218966,72340,1223570,2810247,2554945,518321,1404567,2342208,1203791,557836,2137916,1819477,1724949,2361262,1410888,2715945,800063,1168335,1275845,1438474,465853,1075230,2129287,64513,633995,2548524,281863,1552113,333746,862081,1774272,2531864,1834075,234705,71335,880305,1871575,1396112,206915,774486,2115700,1988705,2023436,2252542,330058,986657,1633776,1205554,1219641,669463,112100,2759032,1649658,510465,2547974,2398638,1312863,32878,995739,319929,2241151,121857,1213779,467514,505435,1052127,1545460,2661613,2425478,1521617,2669690,2140281,572681,1795052,1578926,2515243,720105,1715312,242928,2104609,1025855,2058841,1150402,1521640,1457047,1427098,2012270,106349,1860206,58994,32607,861244,686522,2464234,2552860,1082288,1747030,880701,1153872,445320,1676380,504071,363226,2520953,1328422,1443666,2686057,2636599,966620,2743834,2306155,336149,2533573,1137029,638694,1579310,2262097,873605,1899781,1196031,1305680,494029,888843,2026135,1947169,825048,1189696,624887,1718734,1821981,2083191,314152,2577632,1699648,1192732,2737852,394433,540583,1858734,1081377,61539,831797,2665364,2657446,343733,707576,48513,200845,2712443,1600762,2152628,559067,3962,476641,1713475,857461,2437543,840212,1038588,2691912,2299892,1491658,2798739,2637941,1791349,435484,1433721,1022126,73708,285550,1149132,702267,1224405,1197198,1792566,2202212,2714229,2752707,684549,1921890,2268134,2155064,1323710,2524254,2039134,1501721,1852802,2806084,2050225,2779833,1409346,1361778,2521797,1217855,1092449,2595465,47243,8309,174835,2767539,861016,2826988,1159572,1217763,425306,2635776,698190,2022643,1116152,2665002,1576614,1921895,2774467,2686188
1001	552586,1108260,1810579,1326705,2677087,1194611,2790617,2575744,2510867,542,644256,494203,758609,1848688,1009582,1803815,1166902,1624941,1103447,2615821,2289941,2130563,2553709,2695848,442707,2581125,528531,1761350,1741968,724993,1589728,497750,1347298,390368,1442883,814784,2354464,2511135,328456,971973,2044961,455938,24333,852283,1152773,302932,925321,1759895,2041935,1601000,1605261,2128722,1470766,453703,358105,2717220,800420,657433,2789765,2468976,1083014,563473,2271544,719760,867075,1574800,2364525,2440812,1354764,1655331,598576,1083506,2220343,1904269,79176,985243,2558698,2816103,1489280,1944493,1665472,1263450,197106,460719,1272168,1738237,310819,369845,312001,2184369,366949,1157333,1746531,2797787,994737,1234790,2779059,1369154,771175,2301756,1910101,2121162,2571945,2358991,2658311,1746899,1521730,220610,283028,2772487,1044369,2627606,2523376,1841263,1012313,1173117,816014,611671,921278,314880,2481079,1186495,686076,755572,2577294,972132,551635,1957805,2275089,1443706,2263159,1374602,2654645,1616427,2261688,2338790,2252871,502668,2175957,2119411,1189146,1095985,2006477,495939,2170611,2568283,1905833,1557652,1418055,925730,346444,500029,1403153,2158478,2706357,2655186,2400789,1370833,2147497,135440,1655927,323200,1229587,954509,1746950,906460,1250625,2584934,1008434,629645,1853521,417039,1969984,763201,712435
1015	732896,2194297,1882109,1611462,749885,1977722,1929161,341639,1423501,1780258,2391856,2229853,344857,1915026,959,1959093,479481,1393874,859314,274239,1617355,714060,1458895,678685,685629,1591886,1754173,989526,2332797,2805315,2569804,1916406,193508,2722838,2469015,571059,2322402,537507,1462372,113256,1720907,827121,2021565,2560495,1078579,2523066,1561762,2815968,2027718,2432821,1114697,2792718,2502630,748666,2689132,1559503,1877802,1842144,1096342,1620053,1904269,1748019,1279456,460668,675722,2733021,355128,2470325,169651,2658798,2220343,1209308,228825,79176,1893914,2230877,2816103,1855915,2694357,506555,1683377,707943,2545618,1830865,2436493,1908706,50597,197106,81894,2664566,1831168,2763438,309122,1815097,311546,1519893,369845,549043,1483283,1471844,367668,1032763,257839,91363,2183384,2165941,2482807,83111,1265561,2560812,1550762,875438,534448,1746531,1440592,1687929,179432,259579,560273,1234790,2779059,994737,2251649,1219051,632029,1604228,1223437,683918,289427,771175,971725,1489899,2145784,1515611,2675663,662572,741922,170028,2371771,2017515,926888,2472474,983960,463492,960937,158296,2604054,1792741,1627384,2114674,1181698,1521924,1994509,2448370,2457814,490451,614194,525107,1546858,8139,1712640,107531,2323898,1387278,1944643,9892,621791,668498,2194584,1875433,400354,68912,604205,604202,47655,21211,97226,379359,960233,1779882,1562758,1179607,2494636,2564259,500029,1468069,1901717,1595597,1036176,2415405,323567,1913101,1470646,319590,2021756,1087760,1850409,650194,236134,1457434,2768327,2669398,478850,1249461,1665576,1208844,2211387,2184369,181838,1855765,442219,2151390
1021	2138701,1011796,2111830,2345502,890740,2456583,2572756,575332,258824,1618633,2451708,809649,634565,1568730,1690426,2104829,2239645,2140976,1634521,1760902,2304331,2787050,2570566,2694984,1647237,964849,2571330,1180598,1371811,1202448,204039,1983764,1321288,653946,1809320,1575719,1228081,1872973,2779294,1499673,2780638,1390924,1172326,97470,1977946,271048,93255,473374,637360,1893796,2208041,277193,2345072,428729,1007698,1115664,1758027,2012626,116180,781148,119661,2521194,2139014,820766,232883,1605082,2413393,77402,1582004,1790564,1636747,950578,876529,1657078,960816,1935259,2054143,1563603,2320035,2687245,253720,2689060,1373508,1096254,1267703,2558903,1914621,909149,266548,686225,1566574,2742431,2482502,2762800,1843417,114073,1091339,2086845,2426777,344655,263208,827405,543462,2737127,307426,158270,192902,2827030,2816637,1374676,518793,1222178,1071979,2610459,390398,1337637,712701,198256,532183,2017188,614138,1570764,1298279,2536334,2412948,963039,480782,1564864,2749431,989874,68015,1192375,1860438,1151717,762623,53692,1067986,1223036,2064085,1624264,1265416,2308014,651409,1055498,734989,360543,2736961,1512232,2831356,106561,162988,1906332,1076181,2362367,625572,277412,2676435,2119755,2325047,1379188,2400334,1227278,2300508,430115,1385388,1944368,1720571,967910,483457,1734296,2742878,2637673,2035658,138611,1728442,2556304,2028540,2406993,2517366,1384283,1503055,245985,180784,2107610,756422,826174,630963,2602042,1549598,833811,1675181,2600284,23293,2566400,2315614,383336,2147612,929091,916407,284121,889433,275008,2179199,628833,1369427,2689334,2013793,2211276,2574461,2426889,2343709,1851743,886856,905074,806754,67433,2535702,2783342,110028,451684,1831375,2663118,1477955,2241001,2060616,2781367,74509,1623995,2649681,1075530,234300,1782114,622249,1787365,2120068,1300656,1689632,2548987,1068384,184457,322316,2005500,2325864,1200487,776790,2369551,233806,2113368,2170633,164478,119962,636127,319659,1725640,560700,499948,1874209,1159555,177959,2020108,2288168,1515986,792322,1348942,1684761,1388292,2396798,403866,1642232,1788580,1922571,2597027,900517,2069527,2239633,1203900,861302
1025	
1064	1144326,2395442,2214381,539304,636868,2731857,244654,2630743,2766451,1283063,2119789,630591,1794764,2554511,143609,1718476,128102,232730,911107,2583364,778284,2649902,1933496,1401836,2232273,1786219,2742896,2746986,26972,695313,209180,1401452,1852264,2330775,2254704,883922,1232459,328769,884231,1440874,443012,542529,422195,1580653,342698,82200,720137,687230,1010349,652778,1498436,642600,2085576,867335,2199080,1182540,27559,2185317,2108311,2465051,1490908,787309,355555,2707561,525312,1974847,2770733,2780685,896454,1141691,1640519,335191,1155827,1240022,988076,691782,625475,2522760,284129,662820,788462,128644,2263277,285929,628834,1873303,1145017,759869,1971768,2126830,837384,329031,2085676,2108722,1688874,86114,391258,1999853,673930,963700,2777219,525085,1190452,153033,1331140,2443020,2300326,25954,2626045,1801996,2736348,980211,2098777,2663113,1517285,615583,1432713,1592540,1051658,2070624,2737048,258754,2327203,2610102,2736701,1353648,2601825,1117329,1166570,1546105,2091762,910919,1681988,2206806,936393,2775719,2761945,2459404,1244269,1926681,1327238,745377,2076625,303061,1155950,1349984,818998,1413116,174097,277742,2655254,509026,622168,2612468,2783024,662896,1483285,355974,833526,2666603,270764,2217174,1358892,1777534,1300658,749440,926446,89197,1840245,2825693,2172357,1969621,377819,2196985,1968438,1413708,1703643,1313675,1446008,346698,2447333,2081220,645915,2489289,2516330,1937190,606351,127907,380781,2810473,2039361,629864,2422410,774459,1497989,2066539,1200130,2185081,2673074,864824,1094138,2120412,2062809,1514578,2282793,2071032,1153962,137557,793276,1886659,1704003,858277,217657,403799,1233784
1078	626631,970103,598826,2754944,2256353,719520,2046843,222354,2678944,1494114,1529809,574326,762557,2658902,1100574,2132211,798939,1826853,238121,2523059,1496608,2495659,960317,1533402,24282,1650868,157223,1018648,938005,1086501,2272866,753197,2446168,2281016,1577538,2648079,2326695,2634998,956186,1010047,578834,2761094,755919,908399,2234591,2450973,97065,2576247,533677,2643122,840972,1853405,679874,1135396,2700294,1417917,348091,2330188,1365479,2696143,759241,2666355,2594825,1510621,875801,2570259,2165050,1412853,1647157,2617727,1681176,1864050,2319086,372468,2718803,2568283,497293,85220,1740560,424505,301464,1659736,1745502,18703,1237309,27044,1620861,2773145,1465817,2075732,264103,2273684,1200508,2599051,1294215,2813520,2640582,612226,2204037,2790254,280374,1547001,1517319,2436462,18512,2351244,518321,2001810,560968,734259,1443919,734196,1566052,195978,963178,1481167,773465,115657,2142637,2137134,2708471,2654399,1904747,522174,2741322,23778,2378347,1569545,493896,2811192,1233348,1860056,1738070,2052515,2150380,1295443,2789906,1358833,1269102,286622,758282,519747,2458615,1082659,1993448,903034,2800625,965475,1844735,1395757,1926521,1865177,2461040,2467085,45571,2335868
1088	786202,2059979,261499,369675
1104	419204,637355,2197939,1388211,2133708,2146964
1112	48242,162125,2011688,265633,1881305,1783985,1613853,1866711,1465709,2311345,1350758,2462948,1884578,323364,2265463,2302505,1130671,812050,1228719,2717625,22218,595782,496610,493574,966618,742300,2592098,993852,1666795,1771212,1881982,881670,1860958,1779256,2404294,1847864,1756274,1319352,731065,1153157,1349984,2164097,2538379,636175,2737733,934207,322110,40430,2651553,1342555,400280,2545615,999204,893195,2206806,2142889,1022392,2652432,1069400,484437,851312,1887633,2188269,824276,1129601,2243051,2387408,411005,1891183,1804362,2062205,1398462,574191,1496579,1996890,2566523,573545,368002,1589081,1801996,499391,2668942,1476512,1347975,1294378,1998465,2054458,2017165,2124893,2594970,1743530,864447,350471,1540101,635912,2804359,2255449,412915,1369201,2719069,2317334,2829763,1801666,1855762,1991792,1059923
1122	728173,2476034,355123,1860035,912486,1941519,381437
1138	2740387,1358164,322229,2821246,1867041,886069,163291,682467,1235534,551925,586102,2436479,1911611,457431,82287,326255,2553956,873467,1159086,928340,1336408,753774,451114,68631,1182491,1384135,739613,2724542,1738148,2760269,2815347,185471,1240006,1220711,70636,1946627,2304703,2058085,1170747,2164641,204057,1217350,35562,2738890,526995,1000897,1584536,297006,1890743,648863,1927026,1028306,1561545,1057821,609040,373615,1597074,1784796,2134105,817781,2415715,1082178,355535,2353221,342636,171252,498710,942881,2796280,1170229,2684750,45187,434584,1673581,2520979,1968834,2044425,2419818,1824540,831748,1864824,1579867,1683093,1777961,157223,2245902,1867799,2035523,1330043,2787015,431886,2224455,135568,320288,736463,2531552,2575197,2783336,1970408,2417939,651266,1146247,447335,17833,1755331,567149,1234170,1510775,196148,1483942,2282236,1622858,1420144,2344453,1347732,1247904,456875,1927970,942570,567098,245950,767502,117770,914910,573254,2154653,2041306,2172323,7741,1284231,740782,1051566,941879,2182050,2618579,2729344,186656,837621,2401934,1208645,2636669,1066451,970132,16578,494579,2553592,1056169,991651,1077222,207319,1262077,752893,963372,1541931,1958557,2063427,2804018,440308,506806,2475138,2729783,6962,2298005,1949970,229286,464243,2482811,1080735,2001511,2814072,1158656,128729,2158662,2027688,1763393,2034163,2187446,2202395,2231735,2256332,855037,1895242,1557266,2121615,2409526,2519111,527061,2609985,199718,2029062,1958393,1495668,89026,630330,2673088,1919842,1491551,665733,1214892,965791,1724544,2729927,834780,513364,1868132,2696706,1887772,1027174,1490777,1318809,4476,986923,2124173,763635,525235,2576062,118192,1831862,1567812,13070,781585,1774020,774465,128487,2253551,2602733,2637455,2366217,451492,1684743,2242766,2374763,2614085,2230699,249725,588972,2630882,2441708,2071704,254490,2094253,1969514,355136,1030809,431297,99317,893330,1783966,383348,1914227,660549,2037406,1492534,553958,2442290,935809,2355712,2734859,176887
1144	1795364,1794984,616355,1404301,2573867,901246,132829,1883829,104560
1181	
1183	2140161,516673,1551427,1639523,2116941,2329949,302828,976606,987257,702062,1152359,2460882,1996759,1045667,2181084,1316618
1196	2387408,48242,1475345,597546,2011688,2093466,952525,381684,265633,1129601,2008892,240780,2243051,1881305,411005,2131442,1891183,162125,1713971,684452,2736949,2057201,1655111,1608886,476544,254363,1782672,1729596,1355739,2745033,2212290,509313,1113811,2722284,2515973,2693538,1588461,2564696,1486489,709117,527102,2149404,2445061,81551,2630691,503338,943253,204504,698299,2782088,1355771,202552,308721,388224,1876011,1888049,785930,739725,1505696,2428042,2133611,256790,695801,1895936,2348199,1543286,337417,1307624,348032,368002,412915,1307252,2538379,206983,1784691,1948932,1239082,2271001,138602,331352,2651082,247284,268875,2259467,1950741,38137,1220467,1856543,1239600,219858,1957930,1061957,1540661,2538680,1033756,970989,476010,706584,2258173,125920,1781212,2324608,2424277,1994572,2295546,120068,1906394,1066166,2161010,142979,2432278,2009977,1158689,1318355,1062946,614631,1074583,1937975,716685,678038,1196629,1310224,1397525,45141,912131,1547800,1425326,337088,2765227,2488283,2229783,2723950,140673,1994731,1720572,928402,302206,990285,1637441,1786175,1003121,2057931,842208,1689481,548415,1163983
1233	172898,1888898,2791680,1217780,626450,2094696,2356410,2742540,2196628,1791327,2770897,2544565,2190035,1275722,1591463,2035966,2807791,1330460,875438,1229275,218340,869306,696420,256349,1015912,2230465,2789595,912160,2346535,515119,2296316,531879,144980,477289,1152372,2490054,854350,2314600,406830,1007678,74901,2535874,1152075,2347397,2266471,2203107,2405604,2012565,845403,2118077,2689341,2404970,1504599,2417384,1425720,2375808,2398731,1932785,2753488,296615,2071685,570961,211289,1587300,752499,465196,1760325,1922940,1986184,1855791,825364,1008509,1470470,2042526,595045,34952,1770768,578109,1739743,2580711,1267767,647592,1984327,2782329,386476,925995,3236,2625144,2130650,2196793,2651044,256095,2250907,1815455,911450,370828,1059884,2744235,2715811,769786,1775257,137527,2270688,1618293,2310727,19213,470426,1569008,2106667,2611726,697676,1527663,451128,712284,1724926,2470569,1964510,2708595,2666340,795653,1446788,1323055,1878368,1418373,2738699,2372820,1213617,588251,1337011,295492,2092271,198586,190899,431300,485751,1643516,2095112,1483015,1204373,1684140,573546,512349,2789248,967379,2108489,2014279,978379,625241,1623110,1066517,1261443,1068499,239049,2230774,2404002,2097416,595303,2654973,1649106,2801033,410663,518841,329993,1569537,2356575,1253051,2302505,2226566,712190,1054760,2554014,355423,12842,356886,477118,1991889,1403598,2178544,1592434,2520149,1172909,1068388,1103945,1916566,2045745,2792576,2789480,2441111,108179,2579374,84854,842968,1622813,859604,1688110,2644880,699287,2745980,1957547,1148055,1155809,962296,1138243,2555158,321559,2018834,2038595,304129,1579046,1996101
1252	
1272	198256,1928717,37400,2259719,378524,2623036,1210441,2163867,898026,2598700,129173,958803,2614045,537147,259131,2268433,270742,2815498,2318204,936393,350915,1435082,1662079,724728,2165670,1030906,2407641,2276921,437654,2434647,732319,2461623,138327,1639477,2204956,1730812,993242,2222615,2835333,374200,1696175,1352408,424082,2607357,599710,1246412,1198266,72340,2810247,633995,2325939,1272016,1219641,1064266,2816093,1376532,813034,2691794,1301215,775863,744003,319046,1502820,605698,2761373,510946,226371,2729146,915477,1979540,2655194,1821187,2408952,362966,2276526,785951,2583898,665431,1015184,40468,66956,2354318,1920124,1415679,156719,158429,1752697,1076324,2475674,2686188,2719185,1761602,512652,1946817,2615865,2300576,129419,1308167,1628145,1216463,2301239,1373897,2613175,1188593,989881,2117191,2649413,655082,1037565,2331747,829342,2079176,556727,1168457,213279,510938,2486258,2107520,2408154,1823585,2521259,2810293,186026,2528854,276971,1666651,2258335,213000,465227,891669,555924,2182403,205426,2263358,1013687,594521,259729,2502238,68086,1215266,1650652,938291,2085369,1775608,307027,1452439,1358731,2686734,1233778,2657446,831797,61539,343733,707576,2665364,3962,200845,1600762,48513,2152628,2712443,559067,2437543,1713475,476641,840212,2299892,2691912,857461,2798739,1038588,435484,1433721,2637941,73708,1791349,285550,1149132,1022126,702267,1792566,2714229,2202212,2268134,1224405,1323710,1921890,2524254,2752707,684549,2050225,2039134,1361778,1852802,1501721,2155064,2595465,2806084,2779833,1409346,2521797,1217855,1092449,47243,8309,174835,2767539,1159572,698190,861016,2826988,425306,1217763,262043,2635776,373277,2582405,654122,1306550,718379,218968,89197,2665002,1921895
1275	847494
1286	
1339	
1358	224072,691801,2499504,1541495,2552842,2690298,173909,2605107,2643917
1372	
1403	61539,796373,2324319,1960014,707576,2665364,74369,1053425,2712443,2470325,2691912,2724592,564175,840212,62000,67981,923075,209699,368799,1059568,2108722,435484,1038588,625882,1944493,285550,855883,9354,2202212,1149132,98270,2784346,2100337,2524254,2752707,684549,1501721,1852802,2155064,1646123,1564943,1644872,1409346,2406026,1938803,2211387,8309,1037473,1618813,2700512,564622,2719512,2183385,1191075,2622112,1361782,147182,254347,1574391,2682897,2182297,1760352,534801,60363,605698,743619,1115079,601225,479554,2638214,72643,2660772,2681270,956636,442899,291029,2322654,1722812,2171112,2751279,1665895,1155792,1548226,1343835,1281098,167626,787660,1208450,713668,1094829,2153336,376417,2225965,1208645,987559,2462766,1120499,1051184,747250,794189,1571878,241898,2094372,1858026,756079,1470994,168232,549013,600612,1705918,2644850,572426,430530,1643145,705209,2210761,2561287,2185553,1262867,1357145,1537178,2676161,2765952,1168402,1507274,2323146,2049777,2459416,1449902,2396006,2726872,1872947,1107798,1284775,1070191,1206551,2265490,924056,2813992,2055438,200710,1212531,142245,952014,2400301,1938559,2819339,2351881,475121,1370946
1405	1703592,2171849,1585655,1726043,2019948,418764,1143919,1675853,2143681,2543462,2236886,1519221,2827359,529520,1900358,353069,1789717,1699225,1913531,1624407,574659,2483991,161005,325234,1668423,82510,2129609,932195,2363254,1977446,2144744,926595,2783365,2805654,2074127,1018717,2528888,1818276,1015038,2208701,803147,2166502,998912,242679,1017105,2742065,1790255,761622,2659698,2809458,348209,1307483,1448965,2406905,1005365,1361831,1442032,225652,416771,2803055,894115,2351789,94509,57764,1925531,363780,572008,704184,665112,2015934,610355,2019712,1216397,2659024,668297,2163652,2139544,2737572,446281,1385595,256832,1781478,95504,905279,15053,2823254,2663642,50554,966618,391875,453745,1499106,1147715,1644369,1855791,1996101,1986184,825364,595045,1008509,1770768,1470470,34952,2042526,1739743,1267767,578109,2580711,647592,1984327,2625144,3236,2782329,2130650,256095,2196793,925995,386476,2651044,2715811,911450,1815455,2250907,1059884,137527,769786,370828,1775257,2270688,2744235,1618293,2310727,1569008,470426,451128,19213,2611726,712284,1724926,2106667,1527663,1964510,795653,2666340,697676,2470569,1418373,1446788,2708595,1878368,1323055,2738699,2725338,1153200,2148746,499538,2677348,731372,1579908,459022,1279251,2236237,2027867,932826,73730,237748,2791193,467774,1837276,626563,1775612,1158336,1642182,1115907,149742,937307,171742,831379,1952349,933220,27163,1761173,2794712,398916,650463,1247211,1224901,2441298,87407,2163669,1582437,2751081,1586607,2529652,72726,1530440,521722,783751,937056,1842333,2361927,1730358,1430029,2507290,2722559,36425,2333739,1707761,517316,1216211,2233456,1312446,718565,2378380,1313917,948023,1404021,2168088,130456,2481711,1062674,2656684,661552,478303,2163378,927714,2467844,219874,2168283,1187301,1294191,1716576,2616850,2559307,941690,1927038,2006017,228430,1311775,1747827,588251,2372820,295492,1213617,1337011,2092271,198586,1483015,431300,190899,2095112,485751,1643516,1204373,967379,512349,1684140,2108489,2014279,573546,2789248,1623110,978379,1066517,625241,239049,2230774,1261443,2654973,2404002,1068499,2801033,2097416,518841,2356575,410663,595303,2302505,1649106,1569537,329993,1054760,355423,1253051,2226566,712190,2554014,356886,12842,1991889,1403598,1592434,477118,2178544,1068388,1172909,2520149,1916566,1103945,2789480,2045745,2792576,2441111,108179,1622813,1688110,84854,859604,2644880,2579374,842968,2745980,699287,2555158,1957547,1148055,1138243,304129,1155809,321559,2018834,2038595,962296,1579046,2215927
1453	794709,860567,2591921,1763584,521859,242420,1523651,916715,2438297,1995853,1565513,1005321,1960946,1481425,1770351,722611,2208996,1212748,2702437,1860411,287744,1527212,1255577,2048588,248687,1575397,2240030,101948,896147,574238,2239760,1867947,174347,2615869,17419,642820,595538,1916137,2538391,484292,1090103,554503,794131,219790,1425806,350747,1337152,245734,750947,201389,2777237,607832,946475,1017876,1047377,1153961,261490,1003796,604447,2146120,2470629,1627391,1906187,2110191,2320968,884501,277372,53221,1517651,318296,979877,1402355,71836,2717625,2633391,2667419,1302768,1176841,677201,1500818,1304236,394554,529495,984228,1606984,742884,1748738,2147516,1139096,1188659,2172934,2037855,1331639,288342,457893,1592816,1118727,2442146,704349,2408448,535394,840520,128016,60606,2822908,1476739,226769,579327,1375615,221890,854455,1489589,1500904,1797259,1621109,1186344,524167,246006,2252542,272087,1794947,918222,2170079,780445,695633,1661179,518225,831703,224194,1305917,2300001,1522234,1847700,638892,1798760,1212109,1686441,2143177,2523117,371833,2262609,2705662,1982921,2452484,957084,444232,1656969,1451743,2413646,2579728,582973,1741856,1777534,708793,773160,1382811,1066665,2678706,1126406,1448063,1456784,2527701,794755,246768,825187,1691064,594399,1513508,319472,1513278,99623,955211,1684123,939463,622153,2814155,743994,193693,2342192,1551042,2566831,731338,2111799,1113117,1283592,2201159,553591,941124,595558,442239,450536,1640324,2174442,1577494,1767110,533323,1660247,690344,988076,597546,1256859,1127387,645068,2772718,1787796,1847864,355228,1385068,912948,1150038,1564003,1212827,189182,1190157,232406,2037753,2108722,1319352,2787770,587273,1413116,1666927,2818255,1397152,934205,19834,161931,1263450,2789248,1589084,615627,1331140,278126,2816503,715684,1347442,285026,273599,1630793,2792547,2051593,820739,2592444,781236,355077,1473171,1121435,2586994,545206,1789967,2009453,217332,64733,2795865,767863,260404,1934676,869281,605170,322979,2007591,2574872,1308312,2127944,2049690,1643151,2486011,1372284,1737291,1476699,1878430,1457884,1507878,1057761,2211499,496958,1203209,560219,12733,2422839,1510326,1166879,2607614,1934339,1114101,1180326,1203898,1720523,2005808,1060283,224947,587796
1459	
1473	1904269,2133804,1464377,1754028,2453043,621399,1331488,1553593,2830931,1892294,2403696,2384173,2260636,753720,918570,942541,2013185,2542256,2062803,1814347,277698,2525467,277691,1815032,2762417,2070869,2475730,2775708,1279457,1015156,1127387,1254657,2114233,1279456,131756,3166,1852404,1838969,295496,775411,653008,2611871,636791,1101144,9091,1663969,827923,2744085,1213617,2369774,1882804,438058,15672,469702,468071,1125536,2613812,2660459,381682,1451971,355128,2750092,1673944,2083441,2165716,246673,1385068,1472753,381680,2724416,1432525,1543685,1897288,2180248,2051104,2402368,816038,781610,1239537,1905419,2307360,384433,940281,1807370,2436911,1666927,1173417,2313341,1313164,1506296,347145,2438473,1728184,2648714,2206377,574017,884845,217652,2705169,298490,434640,1229050,1498422,1276280,2613750,294862,2247131,1690499,2278620,2359248,2181026,1277204,784184,542055,2378386,541375,1594640,1535402,1168858,303954,2642596,1250563,438397,1932313,2672954,1091271,100921,2086673,2544369,1855765,1076361,2017733,1504611,595781,397975,259579,2777439,251118,966618,1774737,121517,1898037,837606,2441110,1039783,2658488,578426,944264,1207315,1221949,1047889,147025,1112235,2169994,835912,1863170
1475	1195262,942746,635593,2083783,2621336,25440,1254357,926341,1757746,1580179,1101927,2372522,1174526,641418,288936,183585,407479,1867329,385557,781355,2683331,2504397,2604304,909649,1052275,54251,1927371,2589363,2610086,2640531,1945823,127530,2473738,2264344,2346687,103612,945629,2107436,2606923,961368,2007748,1095824,2654706,627843,767993,353918,1258762,1493789,2082717,2780615,2803014,1300227,846009,747153,2348199,2639107,1674414,2667796,746387,2377117,1918744,1386640,1348090,2637707,2442249,2636560,486718,1460058,870890,1084286,54293,245116,625402,948377,2303850,1992224,359818,753720,942541,1221539,81892,392270,2406631,2169815,1540332,1423853,455061,2284137,2419207,1038306,1138510,777669,1279456,675722,2470325,1748019,460668,1075094,1262938,169651,1872827,2220343,2230877,1587639,2518987,79176,2104724,2694357,1057278,572373,1431836,1025471,426338,82891,2452703,34636,2436493,2452707,1683377,1118045,506555,1782424,881546,707943,1269615,197106,292938,1890500,2304771,2302950,1830865,2703347,2223012,2545618,1912402,2468308,922263,2585908,1600633,1782234,594347,1165778,840954,2507635,1854274,510888,2432836,593597,2083361,576273,1076628,117198,285686,796790,1806720,859448,1162518,58538,1541185,1888215,366368,1719937,2060492,1258145,1151169,131136,517709,1560583,1904269,742670,2077830,1093607,2733021,595326,922189,355128,935484,2553529,725774,2658798,2721391,2386168,2775707,2310352,1527898,1208844,1855915,2261749,2426886,1893914,183901,891195,1741345,2816103,1057273,1443706,850912,1197659,1511237,607225,2201205,1908706
1492	310966,636467
1493	2371359,2162031,2453058,2617549,1026554,1500461,872690,1860989,1361953,2131504,1157146,631712,2664447,1104453,104104,1907103,1584052,2227882,1249769,361140,2572293,711211,1377710,2470973,166004,87954,2674053,510579,218625,2362188,1820462,2832062,2125657,857365,1634751,595765,1492759,59287,1263718,1451700,1330281,2724800,1530225,778007,2491243,2382598,2812674,460364,7974,984358,1361411,1707359,1956831,1262409,838237,1630658,2720309,2293593,2423068,848152,305683,477994,2704696,1620516,220721,917344,2323642,2482136,1419528,840520,1413837,1258102,2784352,1812428,2025105,1509422,516263,1551156,2751501,880503,1779997,2062719,581592,1728847,590780,2628493,2366283,1422665,2448834,1382805,1892720,880071,1119495,2009391,1744070,2127477,498048,217519,2776118,778542,1327684,2393133,567410,2386275,364339,2423978,981341,2814173,1015978,587079,172986,960170,325637,2212290,1657297,1279231,1482556,752971,837684,390383,830128,1590818,1783851,1267430,1603760,2089658,504529,1324674,1852892,153509,2126963,167289,1109704,2403917,2058472,893824,2542389,726596,2355879,1134971,1360507,1152412,2790468,1114483,1489873,733506,2104577,2545918,85898,407282,1123563,429512,2290195,1023490,2538602,2560597,2268617,2014845,631036,2245590,2158698,1504386,1871488,1496122,1631953,842874,1098545,1615268,2565177,941620,2278460,1756951,299066,560323,2608500,393187,2425316,2119207,283156,1792739,1889041,2122303,1332117,1800379,342540,289480,2624390,74634,967430,1304037,1559787,2088996,357107,226573,36086,1224804,211381,221336,1742921,1241681,2041159,1060804,692305,1731334,1472343,1418360,2509422,2306857,376075,2106172,1980391,1666283,767722,1055160,427883,2308687,125900,1591270,1637944,2124821,2514626,2398148,1763089,2804560,1950412,1957471,535784,1834538,873390,2156964,1773366,964352,1406777,1247713,1559631,2815573,2644525,968749,1782021,2754238,2583841,1736248,1209458,1619375,1022164,148204,1646300,1446024,1098754,448669,2580231,676569,2065488,1841863,1129127,1438514,665794,2139826,1051109,1384454,637040,1117534,934254,497025,1115409,454960,2414981,228922,2657851,487066,2268134,2156629,1269685,343377
1509	549272,2046659,1834510,1112915,355123,2476034,1860035,912486,1941519,2220625
